Id,Season,City,Date,Team1,Team2,Toss_Winner,Toss_Decision,Result,DL_Applied,Winner,Win_By_Runs,Win_By_Wickets,Player_Of_Match,Venue,Umpire1,Umpire2,Umpire3
65646,2003/04,Hobart,16-01-04,Australia,Zimbabwe,Australia,Bat,Normal,No,Australia,148,0,AC Gilchrist,Bellerive Oval,RE Koertzen,SJ Davis,PD Parker
65647,2003/04,Brisbane,18-01-04,India,Australia,India,Bat,Normal,No,India,19,0,VVS Laxman,Brisbane Cricket Ground,PD Parker,SA Bucknor,SJ Davis
65648,2003/04,Brisbane,20-01-04,India,Zimbabwe,India,Bat,Normal,No,India,24,0,Yuvraj Singh,Brisbane Cricket Ground,RE Koertzen,SJ Davis,PD Parker
65649,2003/04,Sydney,22-01-04,India,Australia,India,Bat,D/L,Yes,Australia,0,2,Yuvraj Singh,Sydney Cricket Ground,DJ Harper,SA Bucknor,SJA Taufel
65652,2003/04,Melbourne,29-01-04,Australia,Zimbabwe,Zimbabwe,Field,Normal,No,NA,0,0,NA,Melbourne Cricket Ground,PD Parker,RE Koertzen,RL Parry
65653,2003/04,Perth,01-02-04,India,Australia,India,Bat,Normal,No,Australia,0,5,AC Gilchrist,W.A.C.A. Ground,DJ Harper,SA Bucknor,SJA Taufel
65655,2003/04,Melbourne,06-02-04,India,Australia,India,Bat,Normal,No,Australia,0,7,RT Ponting,Melbourne Cricket Ground,SJA Taufel,SA Bucknor,DJ Harper
65656,2003/04,Sydney,08-02-04,Australia,India,Australia,Bat,Normal,No,Australia,208,0,ML Hayden,Sydney Cricket Ground,DJ Harper,RE Koertzen,SJA Taufel
65659,2004/05,Brisbane,19-01-05,West Indies,Pakistan,Pakistan,Field,Normal,No,Pakistan,0,6,Kamran Akmal,Brisbane Cricket Ground,PD Parker,RE Koertzen,SJA Taufel
65660,2004/05,Brisbane,21-01-05,West Indies,Australia,West Indies,Bat,Normal,No,NA,0,0,NA,Brisbane Cricket Ground,BF Bowden,SJA Taufel,PD Parker
65661,2004/05,Sydney,23-01-05,Pakistan,Australia,Australia,Field,Normal,No,Australia,0,9,MJ Clarke,Sydney Cricket Ground,DJ Harper,RE Koertzen,SJA Taufel
65662,2004/05,NA,26-01-05,Australia,West Indies,Australia,Bat,Normal,No,Australia,73,0,B Lee,Adelaide Oval,BF Bowden,SJ Davis,DJ Harper
65664,2004/05,Perth,30-01-05,Australia,Pakistan,Australia,Bat,Normal,No,Pakistan,0,3,Abdul Razzaq,W.A.C.A. Ground,PD Parker,BF Bowden,SJ Davis
65665,2004/05,Perth,01-02-05,Pakistan,West Indies,West Indies,Field,Normal,No,Pakistan,30,0,Mohammad Yousuf,W.A.C.A. Ground,RE Koertzen,SJ Davis,PD Parker
65666,2004/05,NA,04-02-05,Australia,Pakistan,Australia,Bat,Normal,No,Australia,18,0,A Symonds,Melbourne Cricket Ground,BF Bowden,SJ Davis,RL Parry
65708,2004,Colombo,17-07-04,Pakistan,Bangladesh,Pakistan,Bat,Normal,No,Pakistan,76,0,Yasir Hameed,Sinhalese Sports Club,BG Jerling,MG Silva,AV Jayaprakash
65713,2004,Colombo,21-07-04,Pakistan,Sri Lanka,Pakistan,Bat,Normal,No,Sri Lanka,0,7,DNT Zoysa,R.Premadasa Stadium,BF Bowden,PD Parker,AFM Akhtaruddin
65714,2004,Colombo,23-07-04,Bangladesh,Sri Lanka,Bangladesh,Bat,Normal,No,Sri Lanka,0,10,ST Jayasuriya,R.Premadasa Stadium,DR Shepherd,PD Parker,Nadeem Ghauri
65716,2004,Colombo,27-07-04,India,Sri Lanka,India,Bat,Normal,No,India,4,0,V Sehwag,R.Premadasa Stadium,BR Doctrove,DR Shepherd,AFM Akhtaruddin
65718,2004,Colombo,01-08-04,Sri Lanka,India,Sri Lanka,Bat,Normal,No,Sri Lanka,25,0,MS Atapattu,R.Premadasa Stadium,BF Bowden,DR Shepherd,AFM Akhtaruddin
65803,2002/03,Sharjah,03-04-03,Pakistan,Zimbabwe,Pakistan,Bat,Normal,No,Pakistan,68,0,Abdul Razzaq,Sharjah Cricket Association Stadium,AV Jayaprakash,BR Doctrove,KC Barbour
65804,2002/03,Sharjah,04-04-03,Sri Lanka,Pakistan,Sri Lanka,Bat,Normal,No,Pakistan,0,7,KC Sangakkara,Sharjah Cricket Association Stadium,BR Doctrove,KC Barbour,AV Jayaprakash
65805,2002/03,Sharjah,05-04-03,Kenya,Zimbabwe,Kenya,Bat,Normal,No,Zimbabwe,0,5,DA Marillier,Sharjah Cricket Association Stadium,AV Jayaprakash,BR Doctrove,KC Barbour
65806,2002/03,Sharjah,06-04-03,Sri Lanka,Kenya,Sri Lanka,Bat,Normal,No,Sri Lanka,129,0,KC Sangakkara,Sharjah Cricket Association Stadium,AV Jayaprakash,KC Barbour,BR Doctrove
65807,2002/03,Sharjah,07-04-03,Sri Lanka,Zimbabwe,Sri Lanka,Bat,Normal,No,Zimbabwe,0,4,GW Flower,Sharjah Cricket Association Stadium,AV Jayaprakash,BR Doctrove,KC Barbour
65808,2002/03,Sharjah,08-04-03,Pakistan,Kenya,Pakistan,Bat,Normal,No,Pakistan,143,0,Shoaib Malik,Sharjah Cricket Association Stadium,AV Jayaprakash,KC Barbour,BR Doctrove
65809,2002/03,Sharjah,10-04-03,Zimbabwe,Pakistan,Zimbabwe,Bat,Normal,No,Pakistan,0,8,Taufeeq Umar,Sharjah Cricket Association Stadium,AV Jayaprakash,BR Doctrove,KC Barbour
66196,2004,Birmingham,11-09-04,England,Zimbabwe,Zimbabwe,Field,Normal,No,England,152,0,PD Collingwood,Edgbaston,SJA Taufel,SA Bucknor,BF Bowden
66197,2004,London,10-09-04,New Zealand,United States of America,United States of America,Field,Normal,No,New Zealand,210,0,NJ Astle,Kennington Oval,BR Doctrove,DR Shepherd,DB Hair
66198,2004,Southampton,11-09-04,India,Kenya,Kenya,Field,Normal,No,India,98,0,SC Ganguly,The Rose Bowl,DJ Harper,RE Koertzen,Aleem Dar
66200,2004,Southampton,13-09-04,United States of America,Australia,Australia,Field,Normal,No,Australia,0,9,MS Kasprowicz,The Rose Bowl,Aleem Dar,BF Bowden,SA Bucknor
66201,2004,London,14-09-04,Zimbabwe,Sri Lanka,Sri Lanka,Field,Normal,No,Sri Lanka,0,4,E Chigumbura,Kennington Oval,DJ Harper,DR Shepherd,SJA Taufel
66202,2004,Birmingham,15-09-04,Kenya,Pakistan,Pakistan,Field,Normal,No,Pakistan,0,7,Shahid Afridi,Edgbaston,BR Doctrove,DB Hair,RE Koertzen
66203,2004,Southampton,15-09-04,West Indies,Bangladesh,Bangladesh,Field,Normal,No,West Indies,138,0,CH Gayle,The Rose Bowl,Aleem Dar,JW Lloyds,BF Bowden
66204,2004,London,16-09-04,New Zealand,Australia,Australia,Field,Normal,No,Australia,0,7,A Symonds,Kennington Oval,RE Koertzen,SA Bucknor,DR Shepherd
66205,2004,Southampton,18-09-04,England,Sri Lanka,Sri Lanka,Field,D/L,Yes,England,49,0,A Flintoff,The Rose Bowl,BF Bowden,DB Hair,BR Doctrove
66206,2004,London,19-09-04,South Africa,West Indies,West Indies,Field,Normal,No,West Indies,0,5,RR Sarwan,Kennington Oval,DR Shepherd,JW Lloyds,DJ Harper
66207,2004,Birmingham,19-09-04,India,Pakistan,Pakistan,Field,Normal,No,Pakistan,0,3,Mohammad Yousuf,Edgbaston,RE Koertzen,SJA Taufel,SA Bucknor
66208,2004,Birmingham,21-09-04,Australia,England,England,Field,Normal,No,England,0,6,MP Vaughan,Edgbaston,BF Bowden,RE Koertzen,Aleem Dar
66209,2004,Southampton,22-09-04,Pakistan,West Indies,Pakistan,Bat,Normal,No,West Indies,0,7,RR Sarwan,The Rose Bowl,DB Hair,SJA Taufel,DR Shepherd
66210,2004,London,25-09-04,England,West Indies,West Indies,Field,Normal,No,West Indies,0,2,IDR Bradshaw,Kennington Oval,RE Koertzen,SJA Taufel,DB Hair
66293,2003,Nottingham,26-06-03,England,Zimbabwe,Zimbabwe,Field,Normal,No,Zimbabwe,0,4,GW Flower,Trent Bridge,P Willey,SJA Taufel,NA Mallender
66294,2003,London,28-06-03,South Africa,England,South Africa,Bat,Normal,No,England,0,6,VS Solanki,Kennington Oval,DR Shepherd,SJA Taufel,JW Lloyds
66295,2003,Canterbury,29-06-03,South Africa,Zimbabwe,Zimbabwe,Field,Normal,No,South Africa,46,0,JH Kallis,St Lawrence Ground,BF Bowden,NA Mallender,P Willey
66296,2003,Leeds,01-07-03,England,Zimbabwe,Zimbabwe,Field,Normal,No,NA,0,0,NA,Headingley,DR Shepherd,SJA Taufel,JW Lloyds
66297,2003,Manchester,03-07-03,England,South Africa,England,Bat,Normal,No,South Africa,0,7,JH Kallis,Old Trafford,BF Bowden,NA Mallender,P Willey
66299,2003,Bristol,06-07-03,Zimbabwe,England,England,Field,Normal,No,England,0,6,A Flintoff,The Royal & Sun Alliance County Ground,BF Bowden,NA Mallender,JW Lloyds
66301,2003,Southampton,10-07-03,Zimbabwe,South Africa,Zimbabwe,Bat,Normal,No,South Africa,0,7,M Ntini,The Rose Bowl,BF Bowden,DR Shepherd,NA Mallender
66302,2003,London,12-07-03,South Africa,England,England,Field,Normal,No,England,0,7,D Gough,Lord's,NA Mallender,SJA Taufel,JW Lloyds
66304,2004,Nottingham,27-06-04,England,West Indies,West Indies,Field,Normal,No,West Indies,0,7,DJ Bravo,Trent Bridge,DJ Harper,MR Benson,NJ Llong
66305,2004,Chester-le-Street,29-06-04,England,New Zealand,New Zealand,Field,Normal,No,New Zealand,0,7,JEC Franklin,Riverside Ground,JW Lloyds,RE Koertzen,MR Benson
66306,2004,Leeds,01-07-04,West Indies,England,England,Field,Normal,No,England,0,7,SJ Harmison,Headingley,DJ Harper,MR Benson,JW Lloyds
66309,2004,London,06-07-04,England,West Indies,West Indies,Field,Normal,No,West Indies,0,7,CH Gayle,Lord's,JW Lloyds,RE Koertzen,NJ Llong
66311,2004,London,10-07-04,New Zealand,West Indies,West Indies,Field,Normal,No,New Zealand,107,0,DL Vettori,Lord's,DR Shepherd,RE Koertzen,JW Lloyds
66356,2003,Dhaka,21-04-03,India,South Africa,India,Bat,Normal,No,NA,0,0,NA,Bangabandhu National Stadium,Aleem Dar,Mahbubur Rahman,Showkatur Rahman
66357,2003,Dambulla,10-05-03,Pakistan,Sri Lanka,Sri Lanka,Field,Normal,No,Pakistan,79,0,Mohammad Hafeez,Rangiri Dambulla International Stadium,PT Manuel,SJA Taufel,MG Silva
66358,2003,Dambulla,11-05-03,Pakistan,New Zealand,New Zealand,Field,Normal,No,New Zealand,0,7,DR Tuffey,Rangiri Dambulla International Stadium,EAR de Silva,DJ Harper,TH Wijewardene
66361,2003,Dambulla,19-05-03,New Zealand,Sri Lanka,Sri Lanka,Field,Normal,No,New Zealand,9,0,DL Vettori,Rangiri Dambulla International Stadium,PT Manuel,SJA Taufel,EAR de Silva
66363,2003,Dambulla,23-05-03,Pakistan,New Zealand,Pakistan,Bat,Normal,No,New Zealand,0,4,SP Fleming,Rangiri Dambulla International Stadium,EAR de Silva,DJ Harper,MG Silva
66364,2003/04,Chennai,23-10-03,India,New Zealand,India,Bat,Normal,No,NA,0,0,NA,MA Chidambaram Stadium,AV Jayaprakash,DR Shepherd,I Shivram
66365,2003/04,Gwalior,26-10-03,India,Australia,India,Bat,Normal,No,India,37,0,SR Tendulkar,Captain Roop Singh Stadium,K Hariharan,NA Mallender,AV Jayaprakash
66366,2003/04,Faridabad,29-10-03,New Zealand,Australia,New Zealand,Bat,Normal,No,Australia,0,8,BA Williams,Nahar Singh Stadium,DR Shepherd,S Venkataraghavan,I Shivram
66367,2003/04,Mumbai,01-11-03,Australia,India,Australia,Bat,Normal,No,Australia,77,0,DR Martyn,Wankhede Stadium,AV Jayaprakash,NA Mallender,K Hariharan
66368,2003/04,Pune,03-11-03,New Zealand,Australia,Australia,Field,Normal,No,Australia,0,2,BA Williams,Nehru Stadium,DR Shepherd,K Hariharan,AV Jayaprakash
66369,2003/04,Cuttack,06-11-03,India,New Zealand,India,Bat,Normal,No,New Zealand,0,4,SB Styris,Barabati Stadium,AV Jayaprakash,NA Mallender,I Shivram
66372,2003/04,Hyderabad,15-11-03,India,New Zealand,India,Bat,Normal,No,India,145,0,V Sehwag,Lal Bahadur Shastri Stadium,DR Shepherd,K Hariharan,I Shivram
66374,2004,Amstelveen,21-08-04,Pakistan,India,India,Field,D/L,Yes,Pakistan,66,0,Shoaib Malik,VRA Cricket Ground,DR Shepherd,SA Bucknor,JW Lloyds
66375,2004,Amstelveen,23-08-04,Australia,India,Australia,Bat,Normal,No,NA,0,0,NA,VRA Cricket Ground,JW Lloyds,SA Bucknor,DR Shepherd
66377,2004,London,04-09-04,Australia,Pakistan,Pakistan,Field,Normal,No,Australia,10,0,A Symonds,Lord's,DR Shepherd,SA Bucknor,JW Lloyds
66378,2004/05,Multan,30-09-04,Pakistan,Zimbabwe,Pakistan,Bat,Normal,No,Pakistan,144,0,Abdul Razzaq,Multan Cricket Stadium,MR Benson,Nadeem Ghauri,Asad Rauf
66379,2004/05,Peshawar,03-10-04,Zimbabwe,Pakistan,Pakistan,Field,Normal,No,Pakistan,0,3,Younis Khan,Arbab Niaz Stadium,Asad Rauf,MR Benson,Nadeem Ghauri
66380,2004/05,Karachi,06-10-04,Sri Lanka,Pakistan,Sri Lanka,Bat,Normal,No,Pakistan,0,8,Shoaib Malik,National Stadium,Asad Rauf,MR Benson,Nadeem Ghauri
66381,2004/05,Rawalpindi,09-10-04,Zimbabwe,Sri Lanka,Sri Lanka,Field,Normal,No,Sri Lanka,0,7,MF Maharoof,Rawalpindi Cricket Stadium,Aleem Dar,SJA Taufel,Zameer Haider
66383,2004/05,Lahore,16-10-04,Sri Lanka,Pakistan,Pakistan,Field,Normal,No,Sri Lanka,119,0,KC Sangakkara,Gaddafi Stadium,Aleem Dar,SJA Taufel,Asad Rauf
66385,2004/05,Melbourne,05-12-04,Australia,New Zealand,New Zealand,Field,Normal,No,New Zealand,0,4,HJH Marshall,Docklands Stadium,RE Koertzen,SJ Davis,RL Parry
66386,2004/05,Sydney,08-12-04,Australia,New Zealand,Australia,Bat,Normal,No,Australia,17,0,GB Hogg,Sydney Cricket Ground,PD Parker,RE Koertzen,SJA Taufel
208835,2005,Jamaica,08-05-05,West Indies,South Africa,South Africa,Field,D/L,Yes,South Africa,0,8,HH Dippenaar,Sabina Park,SJA Taufel,BR Doctrove,BEW Morgan
209339,2005,Trinidad,15-05-05,West Indies,South Africa,South Africa,Field,Normal,No,South Africa,0,7,HH Dippenaar,Queen's Park Oval,EA Nicholls,DB Hair,BR Doctrove
209582,2005,St Vincent,18-05-05,Pakistan,West Indies,West Indies,Field,Normal,No,Pakistan,59,0,Abdul Razzaq,Arnos Vale Ground,EA Nicholls,DR Shepherd,BR Doctrove
209768,2005,St Lucia,22-05-05,Pakistan,West Indies,West Indies,Field,Normal,No,Pakistan,22,0,Shahid Afridi,Daren Sammy National Cricket Stadium,EA Nicholls,DR Shepherd,BR Doctrove
211244,2005,London,16-06-05,Bangladesh,England,England,Field,Normal,No,England,0,10,ME Trescothick,Kennington Oval,MR Benson,Aleem Dar,NJ Llong
211364,2005,Cardiff,18-06-05,Australia,Bangladesh,Australia,Bat,Normal,No,Bangladesh,0,5,Mohammad Ashraful,Sophia Gardens,BF Bowden,DR Shepherd,MR Benson
211678,2005,Chester-le-Street,23-06-05,Australia,England,England,Field,Normal,No,Australia,57,0,A Symonds,Riverside Ground,MR Benson,Aleem Dar,JW Lloyds
211824,2005,Manchester,25-06-05,Bangladesh,Australia,Australia,Field,Normal,No,Australia,0,10,A Symonds,Old Trafford,BF Bowden,JW Lloyds,NJ Llong
211860,2005,Leeds,26-06-05,Bangladesh,England,Bangladesh,Bat,Normal,No,England,0,5,AJ Strauss,Headingley,MR Benson,Aleem Dar,NJ Llong
212020,2005,Birmingham,28-06-05,Australia,England,Australia,Bat,Normal,No,NA,0,0,NA,Edgbaston,BF Bowden,DR Shepherd,JW Lloyds
212253,2005,Canterbury,30-06-05,Bangladesh,Australia,Australia,Field,Normal,No,Australia,0,6,Shahriar Nafees,St Lawrence Ground,Aleem Dar,JW Lloyds,MR Benson
212452,2005,London,02-07-05,Australia,England,England,Field,Normal,No,NA,0,0,GO Jones,Lord's,BF Bowden,DR Shepherd,JW Lloyds
213288,2005,London,12-07-05,England,Australia,Australia,Field,Normal,No,Australia,0,8,AC Gilchrist,Kennington Oval,RE Koertzen,DR Shepherd,JW Lloyds
214742,2005,NA,31-07-05,West Indies,India,West Indies,Bat,Normal,No,India,0,6,R Dravid,Rangiri Dambulla International Stadium,DJ Harper,TH Wijewardene,PT Manuel
214852,2005,NA,02-08-05,Sri Lanka,West Indies,Sri Lanka,Bat,Normal,No,Sri Lanka,50,0,MF Maharoof,Rangiri Dambulla International Stadium,EAR de Silva,SJA Taufel,PT Manuel
215134,2005,Colombo,06-08-05,West Indies,Sri Lanka,West Indies,Bat,Normal,No,West Indies,33,0,OAC Banks,R.Premadasa Stadium,EAR de Silva,SJA Taufel,PT Manuel
216271,2005,Centurion,17-08-05,Africa XI,Asia XI,Asia XI,Field,Normal,No,Africa XI,2,0,AG Prince,SuperSport Park,SJ Davis,BR Doctrove,KH Hurter
216669,2005,Durban,21-08-05,Africa XI,Asia XI,Africa XI,Bat,Normal,No,NA,0,0,Shoaib Akhtar,Kingsmead,SJ Davis,BR Doctrove,KH Hurter
217481,2005,NA,29-08-05,India,Zimbabwe,Zimbabwe,Field,Normal,No,India,161,0,IK Pathan,Harare Sports Club,IL Howell,KC Barbour,RB Tiffin
217647,2005,Colombo,31-08-05,Sri Lanka,Bangladesh,Bangladesh,Field,Normal,No,Sri Lanka,88,0,DPMD Jayawardene,Sinhalese Sports Club Ground,Asad Rauf,EAR de Silva,PT Manuel
217648,2005,NA,31-08-05,New Zealand,Zimbabwe,New Zealand,Bat,Normal,No,New Zealand,27,0,AM Blignaut,Harare Sports Club,RB Tiffin,DJ Harper,ID Robinson
217979,2005,NA,04-09-05,Zimbabwe,India,India,Field,Normal,No,India,0,4,Yuvraj Singh,Harare Sports Club,RB Tiffin,DJ Harper,ID Robinson
218250,2005,NA,06-09-05,India,New Zealand,India,Bat,Normal,No,New Zealand,0,6,NJ Astle,Harare Sports Club,DJ Harper,KC Barbour,ID Robinson
221083,2005/06,Melbourne,07-10-05,Australia,ICC World XI,Australia,Bat,Normal,No,Australia,55,0,AC Gilchrist,Docklands Stadium,RE Koertzen,DB Hair,Aleem Dar
221337,2005/06,Melbourne,09-10-05,Australia,ICC World XI,Australia,Bat,Normal,No,Australia,156,0,SR Watson,Docklands Stadium,Aleem Dar,DB Hair,SJA Taufel
223018,2005/06,Nagpur,25-10-05,India,Sri Lanka,India,Bat,Normal,No,India,152,0,R Dravid,Vidarbha C.A. Ground,BF Bowden,K Hariharan,I Shivram
223334,2005/06,Chandigarh,28-10-05,Sri Lanka,India,India,Field,Normal,No,India,0,8,IK Pathan,Punjab Cricket Association IS Bindra Stadium,BF Bowden,AV Jayaprakash,I Shivram
223335,2005/06,Cape Town,28-10-05,South Africa,New Zealand,South Africa,Bat,Normal,No,South Africa,19,0,L Vincent,Newlands,SA Bucknor,IL Howell,KH Hurter
223542,2005/06,Port Elizabeth,30-10-05,New Zealand,South Africa,South Africa,Field,Normal,No,South Africa,0,4,HH Gibbs,St George's Park,SA Bucknor,BG Jerling,KH Hurter
223902,2005/06,Pune,03-11-05,Sri Lanka,India,India,Field,Normal,No,India,0,4,AB Agarkar,Nehru Stadium,BF Bowden,AV Jayaprakash,I Shivram
224044,2005/06,Durban,04-11-05,South Africa,New Zealand,South Africa,Bat,Normal,No,NA,0,0,NA,Kingsmead,SA Bucknor,BG Jerling,KH Hurter
224227,2005/06,Centurion,06-11-05,New Zealand,South Africa,South Africa,Field,D/L,Yes,South Africa,0,5,AJ Hall,SuperSport Park,SA Bucknor,BG Jerling,KH Hurter
224231,2005/06,Ahmedabad,06-11-05,India,Sri Lanka,Sri Lanka,Field,Normal,No,Sri Lanka,0,5,TM Dilshan,Sardar Patel (Gujarat) Stadium,MR Benson,K Hariharan,I Shivram
224556,2005/06,Rajkot,09-11-05,Sri Lanka,India,India,Field,Normal,No,India,0,7,RP Singh,Madhavrao Scindia Cricket Ground,MR Benson,AV Jayaprakash,K Hariharan
225171,2006,Belfast,13-06-06,Ireland,England,England,Bat,Normal,No,England,38,0,ME Trescothick,Civil Service Cricket Club,R Dill,DB Hair,NA
225245,2006,Cardiff,30-08-06,England,Pakistan,Pakistan,Field,Normal,No,NA,0,0,NA,Sophia Gardens,BR Doctrove,IJ Gould,MR Benson
225246,2006,London,02-09-06,England,Pakistan,Pakistan,Field,D/L,Yes,Pakistan,0,7,Shoaib Akhtar,Lord's,MR Benson,BR Doctrove,NJ Llong
225247,2006,Southampton,05-09-06,England,Pakistan,Pakistan,Field,Normal,No,Pakistan,0,2,Younis Khan,The Rose Bowl,BR Doctrove,NJ Llong,PJ Hartley
225248,2006,Nottingham,08-09-06,England,Pakistan,Pakistan,Bat,Normal,No,England,0,8,IR Bell,Trent Bridge,MR Benson,DJ Harper,IJ Gould
225249,2006,Birmingham,10-09-06,England,Pakistan,England,Field,Normal,No,England,0,3,SI Mahmood,Edgbaston,IJ Gould,DJ Harper,NJ Llong
225250,2006,London,17-06-06,England,Sri Lanka,England,Field,Normal,No,Sri Lanka,20,0,WU Tharanga,Lord's,DB Hair,NJ Llong,IJ Gould
225251,2006,London,20-06-06,England,Sri Lanka,Sri Lanka,Bat,Normal,No,Sri Lanka,46,0,ST Jayasuriya,Kennington Oval,IJ Gould,DB Hair,PJ Hartley
225252,2006,Chester-le-Street,24-06-06,England,Sri Lanka,England,Bat,Normal,No,Sri Lanka,0,8,DPMD Jayawardene,Riverside Ground,MR Benson,BR Doctrove,NJ Llong
225253,2006,Manchester,28-06-06,England,Sri Lanka,Sri Lanka,Bat,Normal,No,Sri Lanka,33,0,DPMD Jayawardene,Old Trafford,BR Doctrove,NJ Llong,MR Benson
225254,2006,Leeds,01-07-06,England,Sri Lanka,England,Bat,Normal,No,Sri Lanka,0,8,ST Jayasuriya,Headingley,MR Benson,BR Doctrove,IJ Gould
225437,2005/06,Vadodara,12-11-05,Sri Lanka,India,Sri Lanka,Bat,Normal,No,India,0,5,IK Pathan,Reliance Stadium,MR Benson,K Hariharan,AV Jayaprakash
225959,2005/06,Hyderabad,16-11-05,India,South Africa,South Africa,Field,Normal,No,South Africa,0,5,Yuvraj Singh,Rajiv Gandhi International Stadium,K Hariharan,DJ Harper,I Shivram
226352,2005/06,Lahore,10-12-05,England,Pakistan,England,Bat,Normal,No,England,42,0,AJ Strauss,Gaddafi Stadium,DB Hair,BG Jerling,Asad Rauf
226354,2005/06,Karachi,15-12-05,Pakistan,England,England,Field,Normal,No,Pakistan,165,0,Kamran Akmal,National Stadium,RE Koertzen,AL Hill,Zameer Haider
226356,2005/06,NA,21-12-05,England,Pakistan,England,Bat,Normal,No,England,6,0,JM Anderson,Rawalpindi Cricket Stadium,RE Koertzen,AL Hill,Zameer Haider
226359,2005/06,Mumbai,28-11-05,South Africa,India,India,Field,Normal,No,India,0,5,R Dravid,Wankhede Stadium,K Hariharan,DJ Harper,I Shivram
226364,2005/06,Auckland,03-12-05,Australia,New Zealand,New Zealand,Field,Normal,No,Australia,147,0,B Lee,Eden Park,Aleem Dar,AL Hill,BF Bowden
226375,2005/06,Brisbane,15-01-06,Australia,South Africa,Australia,Bat,Normal,No,South Africa,0,5,SM Pollock,Brisbane Cricket Ground,Aleem Dar,SJA Taufel,DJ Harper
226376,2005/06,Melbourne,20-01-06,Australia,South Africa,Australia,Bat,Normal,No,Australia,59,0,B Lee,Docklands Stadium,MR Benson,DJ Harper,PD Parker
226377,2005/06,Melbourne,03-02-06,Australia,South Africa,Australia,Bat,Normal,No,Australia,80,0,MEK Hussey,Docklands Stadium,Aleem Dar,PD Parker,RL Parry
226378,2005/06,NA,05-02-06,Australia,South Africa,Australia,Bat,Normal,No,Australia,57,0,AC Gilchrist,Sydney Cricket Ground,Aleem Dar,PD Parker,RL Parry
226380,2005/06,NA,22-01-06,Australia,Sri Lanka,Sri Lanka,Bat,Normal,No,Sri Lanka,51,0,ST Jayasuriya,Sydney Cricket Ground,MR Benson,SJ Davis,RL Parry
226381,2005/06,NA,26-01-06,Australia,Sri Lanka,Sri Lanka,Bat,Normal,No,Australia,0,5,A Symonds,Adelaide Oval,Aleem Dar,SJ Davis,RL Parry
226382,2005/06,Perth,29-01-06,Australia,Sri Lanka,Sri Lanka,Bat,Normal,No,Australia,0,6,AC Gilchrist,Western Australia Cricket Association Ground,MR Benson,PD Parker,RL Parry
226383,2005/06,Brisbane,17-01-06,South Africa,Sri Lanka,South Africa,Field,Normal,No,Sri Lanka,94,0,KC Sangakkara,Brisbane Cricket Ground,Aleem Dar,DJ Harper,PD Parker
226384,2005/06,NA,24-01-06,South Africa,Sri Lanka,South Africa,Bat,Normal,No,South Africa,9,0,HH Dippenaar,Adelaide Oval,Aleem Dar,DJ Harper,SJ Davis
226385,2005/06,Perth,31-01-06,South Africa,Sri Lanka,Sri Lanka,Bat,Normal,No,South Africa,0,5,GC Smith,Western Australia Cricket Association Ground,MR Benson,PD Parker,RL Parry
226386,2005/06,Hobart,07-02-06,South Africa,Sri Lanka,Sri Lanka,Bat,Normal,No,Sri Lanka,76,0,HMCM Bandara,Bellerive Oval,MR Benson,DJ Harper,RL Parry
226390,2005/06,Queenstown,31-12-05,Sri Lanka,New Zealand,New Zealand,Field,Normal,No,New Zealand,0,7,PG Fulton,John Davies Oval,DB Hair,AL Hill,EA Watkin
226391,2005/06,Christchurch,03-01-06,New Zealand,Sri Lanka,New Zealand,Field,Normal,No,New Zealand,0,5,WU Tharanga,Jade Stadium,GAV Baxter,DB Hair,AL Hill
226392,2005/06,Wellington,06-01-06,New Zealand,Sri Lanka,New Zealand,Bat,Normal,No,New Zealand,21,0,JS Patel,Westpac Stadium,DB Hair,AL Hill,EA Watkin
235831,2005/06,Peshawar,06-02-06,Pakistan,India,Pakistan,Field,D/L,Yes,Pakistan,7,0,Salman Butt,Arbab Niaz Stadium,Asad Rauf,SJA Taufel,Zameer Haider
236358,2005/06,NA,10-02-06,Australia,Sri Lanka,Sri Lanka,Bat,Normal,No,Sri Lanka,22,0,KC Sangakkara,Adelaide Oval,Aleem Dar,DJ Harper,RL Parry
236520,2005/06,NA,11-02-06,Pakistan,India,Pakistan,Bat,Normal,No,India,0,7,IK Pathan,Rawalpindi Cricket Stadium,Asad Rauf,SJA Taufel,Zameer Haider
236595,2005/06,NA,12-02-06,Australia,Sri Lanka,Australia,Bat,Normal,No,Australia,167,0,A Symonds,Sydney Cricket Ground,MR Benson,PD Parker,DJ Harper
